"gender","event","medal","athlete","abb","year"
"Men","200 m Medley SM6","Bronze","GRIMM Thomas","GER",1996
"Men","200 m Medley SM7","Gold","LINDMANN Eric","FRA",1996
"Men","200 m Medley SM7","Silver","AHLSTAD Simon","SWE",1996
"Men","200 m Medley SM7","Bronze","SOARES Gledson","BRA",1996
"Men","200 m Medley SM8","Gold","TERBLANCHE J.","RSA",1996
"Men","200 m Medley SM8","Silver","KIMMIG Holger","GER",1996
"Men","200 m Medley SM8","Bronze","LONG Giles","GBR",1996
"Men","200 m Medley SM9","Gold","BJOERNSTAD Helge","NOR",1996
"Men","200 m Medley SM9","Silver","STURKENBOOM Rutger","NED",1996
"Men","200 m Medley SM9","Bronze","EIRIKSSON Olafur","ISL",1996
"Men","200 m Medley SM10","Gold","DE GROOT Alwin","NED",1996
"Men","200 m Medley SM10","Silver","ENGELSMAN Jurjen","NED",1996
"Men","200 m Medley SM10","Bronze","LOEFFLER Stefan","GER",1996
"Men","200 m Medley B1","Gold","KELLY Daniel","USA",1996
"Men","200 m Medley B1","Silver","REDDISH Tim","GBR",1996
"Men","200 m Medley B1","Bronze","KAWAI Junichi","JPN",1996
"Men","200 m Medley B2","Gold","BUGARIN Kingsley","AUS",1996
"Men","200 m Medley B2","Silver","HOLMES Christopher","GBR",1996
"Men","200 m Medley B2","Bronze","HARDY Jeffrey","AUS",1996
"Men","200 m Medley B3","Gold","WU Walter","CAN",1996
"Men","200 m Medley B3","Silver","PEDERSEN Noel","NOR",1996
"Men","200 m Medley B3","Bronze","BERTHELSEN Flemming","DEN",1996
"Women","50 m Freestyle S2","Gold","CARRACELAS Sara","ESP",1996
"Women","50 m Freestyle S2","Silver","BASUALDO Betiana","ARG",1996
"Women","50 m Freestyle S2","Bronze","BROADRIBB Victoria","GBR",1996
"Women","50 m Freestyle S3","Gold","GONZALEZ Aranzazu","ESP",1996
"Women","50 m Freestyle S3","Silver","BARROSO Susana","POR",1996
"Women","50 m Freestyle S3","Bronze","CONRADI Annke","GER",1996
"Women","50 m Freestyle S4","Gold","NARITA Mayumi","JPN",1996
"Women","50 m Freestyle S4","Silver","ESPENHAYN Kay","GER",1996
"Women","50 m Freestyle S4","Bronze","BREUMSOE Karen","DEN",1996
"Women","50 m Freestyle S5","Gold","HESS Beatrice","FRA",1996
"Women","50 m Freestyle S5","Silver","AKOPYAN Olena","UKR",1996
"Women","50 m Freestyle S5","Bronze","MCELENY Margaret","GBR",1996
"Women","50 m Freestyle S6","Gold","LOISEAU Ludivine","FRA",1996
"Women","50 m Freestyle S6","Silver","ESLING Jeanette","GBR",1996
"Women","50 m Freestyle S6","Bronze","LIDDELL Karni","AUS",1996
"Women","50 m Freestyle S7","Gold","POHL Daniela","GER",1996
"Women","50 m Freestyle S7","Silver","OLIVER Tracey","AUS",1996
"Women","50 m Freestyle S7","Bronze","PROKEINOVA Margita","SVK",1996
"Women","50 m Freestyle S8","Gold","THOMSEN Pernille","DEN",1996
"Women","50 m Freestyle S8","Silver","COOPER Priya","AUS",1996
"Women","50 m Freestyle S8","Bronze","LEVY Brenda","USA",1996
"Women","50 m Freestyle S9","Gold","LUNCHER Joyce","USA",1996
"Women","50 m Freestyle S9","Silver","BELLAVIA Sabrina","BEL",1996
"Women","50 m Freestyle S9","Bronze","STENGER Ricka","DEN",1996
"Women","50 m Freestyle S10","Gold","HENGST Claudia","GER",1996
"Women","50 m Freestyle S10","Silver","YOUNG Judith","AUS",1996
"Women","50 m Freestyle S10","Bronze","PRINSLOO Elizabeth","RSA",1996
"Women","50 m Freestyle B1","Gold","NILSSON Eila","SWE",1996
"Women","50 m Freestyle B1","Silver","CROSS Tracey","AUS",1996
"Women","50 m Freestyle B1","Bronze","BURTON Janice","GBR",1996
"Women","50 m Freestyle B2","Gold","KORKJAS Marge","EST",1996
"Women","50 m Freestyle B2","Silver","ZORN Trischa","USA",1996
"Women","50 m Freestyle B2","Bronze","FERNANDEZ Maria Angeles","ESP",1996
"Women","50 m Freestyle B3","Gold","HOPF Yvonne","GER",1996
"Women","50 m Freestyle B3","Silver","HENKE Daniela","GER",1996
"Women","50 m Freestyle B3","Bronze","ROSS Marie Claire","CAN",1996
"Women","50 m Freestyle MH","Gold","WISCOMBE Tracy","GBR",1996
"Women","50 m Freestyle MH","Silver","KOKK Eela","EST",1996
"Women","50 m Freestyle MH","Bronze","HRAFNSDOTTIR Sigrun","ISL",1996
"Women","100 m Freestyle S2","Gold","BASUALDO Betiana","ARG",1996
"Women","100 m Freestyle S2","Silver","PEREZLINDO Alejandra","ARG",1996
"Women","100 m Freestyle S2","Bronze","CARRACELAS Sara","ESP",1996
"Women","100 m Freestyle S3","Gold","GONZALEZ Aranzazu","ESP",1996
"Women","100 m Freestyle S3","Silver","CONRADI Annke","GER",1996
"Women","100 m Freestyle S3","Bronze","BARROSO Susana","POR",1996
"Women","100 m Freestyle S4","Gold","NARITA Mayumi","JPN",1996
"Women","100 m Freestyle S4","Silver","ESPENHAYN Kay","GER",1996
"Women","100 m Freestyle S4","Bronze","BRUDER Aimee","USA",1996
"Women","100 m Freestyle S5","Gold","HESS Beatrice","FRA",1996
"Women","100 m Freestyle S5","Silver","AKOPYAN Olena","UKR",1996
"Women","100 m Freestyle S5","Bronze","MCELENY Margaret","GBR",1996
"Women","100 m Freestyle S6","Gold","ESLING Jeanette","GBR",1996
"Women","100 m Freestyle S6","Silver","LOISEAU Ludivine","FRA",1996
"Women","100 m Freestyle S6","Bronze","NEWSTEAD Jennifer","NZL",1996
"Women","100 m Freestyle S7","Gold","POHL Daniela","GER",1996
"Women","100 m Freestyle S7","Silver","RIERA Mireia","ESP",1996
"Women","100 m Freestyle S7","Bronze","HAKONARDOTTIR Kristin","ISL",1996
"Women","100 m Freestyle S8","Gold","COOPER Priya","AUS",1996
"Women","100 m Freestyle S8","Silver","THOMSEN Pernille","DEN",1996
"Women","100 m Freestyle S8","Bronze","REUVEKAMP Petra","NED",1996
"Women","100 m Freestyle S9","Gold","LUNCHER Joyce","USA",1996
"Women","100 m Freestyle S9","Silver","CARLTON Melissa","AUS",1996
"Women","100 m Freestyle S9","Bronze","BELLAVIA Sabrina","BEL",1996
"Women","100 m Freestyle S10","Gold","HENGST Claudia","GER",1996
"Women","100 m Freestyle S10","Silver","DASHWOOD Gemma","AUS",1996
"Women","100 m Freestyle S10","Bronze","BAILEY Sarah","GBR",1996
"Women","100 m Freestyle B1","Gold","NILSSON Eila","SWE",1996
"Women","100 m Freestyle B1","Silver","ROEHLE Daniela","GER",1996
"Women","100 m Freestyle B1","Bronze","FINGERROOS Eeva Riitta","FIN",1996
"Women","100 m Freestyle B2","Gold","KORKJAS Marge","EST",1996
"Women","100 m Freestyle B2","Silver","FERNANDEZ Maria Angeles","ESP",1996
"Women","100 m Freestyle B2","Bronze","ZORN Trischa","USA",1996
"Women","100 m Freestyle B3","Gold","HOPF Yvonne","GER",1996
"Women","100 m Freestyle B3","Silver","HENKE Daniela","GER",1996
"Women","100 m Freestyle B3","Bronze","ROSS Marie Claire","CAN",1996
"Women","100 m Freestyle MH","Gold","WISCOMBE Tracy","GBR",1996
"Women","100 m Freestyle MH","Silver","SULLIVAN Carla","AUS",1996
"Women","100 m Freestyle MH","Bronze","BARKER Petrea","AUS",1996
"Women","200 m Freestyle S4","Gold","ESPENHAYN Kay","GER",1996
"Women","200 m Freestyle S4","Silver","NARITA Mayumi","JPN",1996
"Women","200 m Freestyle S4","Bronze","BRUDER Aimee","USA",1996
"Women","200 m Freestyle S5","Gold","HESS Beatrice","FRA",1996
"Women","200 m Freestyle S5","Silver","AKOPYAN Olena","UKR",1996
"Women","200 m Freestyle S5","Bronze","MCELENY Margaret","GBR",1996
"Women","200 m Freestyle S6","Gold","NEWSTEAD Jennifer","NZL",1996
"Women","200 m Freestyle S6","Silver","LOISEAU Ludivine","FRA",1996
"Women","200 m Freestyle S6","Bronze","ESLING Jeanette","GBR",1996
"Women","400 m Freestyle S7","Gold","BORNEMANN Rebeccah","CAN",1996
"Women","400 m Freestyle S7","Silver","WOLFE Julie","USA",1996
"Women","400 m Freestyle S7","Bronze","RIERA Mireia","ESP",1996
"Women","400 m Freestyle S8","Gold","COOPER Priya","AUS",1996
"Women","400 m Freestyle S8","Silver","REUVEKAMP Petra","NED",1996
"Women","400 m Freestyle S8","Bronze","FALZON Janelle","AUS",1996
"Women","400 m Freestyle S9","Gold","CARLTON Melissa","AUS",1996
"Women","400 m Freestyle S9","Silver","TOZZINI Marina","ITA",1996
"Women","400 m Freestyle S9","Bronze","BELLAVIA Sabrina","BEL",1996
"Women","400 m Freestyle S10","Gold","DASHWOOD Gemma","AUS",1996
"Women","400 m Freestyle S10","Silver","BAILEY Sarah","GBR",1996
"Women","400 m Freestyle S10","Bronze","HENGST Claudia","GER",1996
"Women","400 m Freestyle B2","Gold","EASTER Melanie","GBR",1996
"Women","400 m Freestyle B2","Silver","ZORN Trischa","USA",1996
"Women","400 m Freestyle B2","Bronze","FERNANDEZ Maria Angeles","ESP",1996
"Women","50 m Backstroke S2","Gold","CARRACELAS Sara","ESP",1996
"Women","50 m Backstroke S2","Silver","BERRY Mairead","IRL",1996
"Women","50 m Backstroke S2","Bronze","BASUALDO Betiana","ARG",1996
"Women","50 m Backstroke S3","Gold","GONZALEZ Aranzazu","ESP",1996
"Women","50 m Backstroke S3","Silver","BARROSO Susana","POR",1996
"Women","50 m Backstroke S3","Bronze","CONRADI Annke","GER",1996
"Women","50 m Backstroke S4","Gold","ESPENHAYN Kay","GER",1996
"Women","50 m Backstroke S4","Silver","NARITA Mayumi","JPN",1996
"Women","50 m Backstroke S4","Bronze","BREUMSOE Karen","DEN",1996
"Women","50 m Backstroke S5","Gold","HESS Beatrice","FRA",1996
"Women","50 m Backstroke S5","Silver","D'URZO Corinne","FRA",1996
"Women","50 m Backstroke S5","Bronze","STIDEVER Jane","GBR",1996
"Women","100 m Backstroke S6","Gold","NEWSTEAD Jennifer","NZL",1996
"Women","100 m Backstroke S6","Silver","DZHUROVA Polina","BUL",1996
"Women","100 m Backstroke S6","Bronze","ZHOU Xiangrong","CHN",1996
"Women","100 m Backstroke S7","Gold","HAKONARDOTTIR Kristin","ISL",1996
"Women","100 m Backstroke S7","Silver","NESHEIM Eva","NOR",1996
"Women","100 m Backstroke S7","Bronze","WALKER Elisabeth","CAN",1996
"Women","100 m Backstroke S8","Gold","COOPER Priya","AUS",1996
"Women","100 m Backstroke S8","Silver","VIVES Silvia","ESP",1996
"Women","100 m Backstroke S8","Bronze","FALZON Janelle","AUS",1996
"Women","100 m Backstroke S9","Gold","NANNENBERG Jacqueline","NED",1996
"Women","100 m Backstroke S9","Silver","MICHALCZYK Katarzyna","POL",1996
"Women","100 m Backstroke S9","Bronze","CARLTON Melissa","AUS",1996
"Women","100 m Backstroke S10","Gold","BAILEY Sarah","GBR",1996
"Women","100 m Backstroke S10","Silver","NORRIS Karen","USA",1996
"Women","100 m Backstroke S10","Bronze","YOUNG Judith","AUS",1996
"Women","100 m Backstroke B1","Gold","SAAVEDRA Raquel","ESP",1996
"Women","100 m Backstroke B1","Silver","FINGERROOS Eeva Riitta","FIN",1996
"Women","100 m Backstroke B1","Bronze","DONG Qiming","CHN",1996
"Women","100 m Backstroke B2","Gold","ZORN Trischa","USA",1996
"Women","100 m Backstroke B2","Silver","KORKJAS Marge","EST",1996
"Women","100 m Backstroke B2","Bronze","GARCIA-ARCICOLLAR Ana","ESP",1996
"Women","100 m Backstroke B3","Gold","HOPF Yvonne","GER",1996
"Women","100 m Backstroke B3","Silver","ROSS Marie Claire","CAN",1996
"Women","100 m Backstroke B3","Bronze","SCOTT Elizabeth","USA",1996
"Women","50 m Breaststroke SB3","Gold","KAJIWARA Noriko","JPN",1996
"Women","50 m Breaststroke SB3","Silver","MCELENY Margaret","GBR",1996
"Women","50 m Breaststroke SB3","Bronze","ESPENHAYN Kay","GER",1996
"Women","100 m Breaststroke SB4","Gold","NEWSTEAD Jennifer","NZL",1996
"Women","100 m Breaststroke SB4","Silver","OLOFSSON Sara","SWE",1996
"Women","100 m Breaststroke SB4","Bronze","VIKGREN Maria","SWE",1996
"Women","100 m Breaststroke SB5","Gold","WADDELL Camille","USA",1996
"Women","100 m Breaststroke SB5","Silver","NESHEIM Eva","NOR",1996
"Women","100 m Breaststroke SB5","Bronze","RACZKO Gitta","HUN",1996
"Women","100 m Breaststroke SB6","Gold","OKUPNIAK Malgorzata","POL",1996
"Women","100 m Breaststroke SB6","Silver","OKOCZUK Edyta","POL",1996
"Women","100 m Breaststroke SB6","Bronze","LAMPERS Gerda","NED",1996
"Women","100 m Breaststroke SB7","Gold","HAKONARDOTTIR Kristin","ISL",1996
"Women","100 m Breaststroke SB7","Silver","SCHRETZMANN Beate","GER",1996
"Women","100 m Breaststroke SB7","Bronze","REUVEKAMP Petra","NED",1996
"Women","100 m Breaststroke SB8","Gold","SHI Tieyin","CHN",1996
"Women","100 m Breaststroke SB8","Silver","TRAMUNS Laura","ESP",1996
"Women","100 m Breaststroke SB8","Bronze","VAN AMELSVOORT Syreeta","NED",1996
"Women","100 m Breaststroke SB9","Gold","COUFALOVA Katerina","CZE",1996
"Women","100 m Breaststroke SB9","Silver","LUNCHER Joyce","USA",1996
"Women","100 m Breaststroke SB9","Bronze","REINA Begona","ESP",1996
"Women","100 m Breaststroke SB10","Gold","BAILEY Sarah","GBR",1996
"Women","100 m Breaststroke SB10","Silver","YOUNG Judith","AUS",1996
"Women","100 m Breaststroke SB10","Bronze","STENGER Ricka","DEN",1996
"Women","100 m Breaststroke B2","Gold","VAN PUYVELDE Carine","BEL",1996
"Women","100 m Breaststroke B2","Silver","BARRETT Elaine","GBR",1996
"Women","100 m Breaststroke B2","Bronze","ZORN Trischa","USA",1996
"Women","100 m Breaststroke B3","Gold","ROSS Marie Claire","CAN",1996
"Women","100 m Breaststroke B3","Silver","HENKE Daniela","GER",1996
"Women","100 m Breaststroke B3","Bronze","SCOTT Elizabeth","USA",1996
"Women","200 m Breaststroke B2","Gold","VAN PUYVELDE Carine","BEL",1996
"Women","200 m Breaststroke B2","Silver","BARRETT Elaine","GBR",1996
"Women","200 m Breaststroke B2","Bronze","GARCIA-ARCICOLLAR Ana","ESP",1996
"Women","50 m Butterfly S5","Gold","HESS Beatrice","FRA",1996
"Women","50 m Butterfly S5","Silver","JAROMI Monika","HUN",1996
"Women","50 m Butterfly S5","Bronze","ENGELHARDT Katalin","HUN",1996
"Women","50 m Butterfly S6","Gold","GOETZE Maria","GER",1996
"Women","50 m Butterfly S6","Silver","SCHRETZMANN Beate","GER",1996
"Women","50 m Butterfly S6","Bronze","WRIGHT Elizabeth","AUS",1996
"Women","50 m Butterfly S7","Gold","NESHEIM Eva","NOR",1996
"Women","50 m Butterfly S7","Silver","PROKEINOVA Margita","SVK",1996
"Women","50 m Butterfly S7","Bronze","OKUPNIAK Malgorzata","POL",1996
"Women","100 m Butterfly S8","Gold","VAN AMELSVOORT Syreeta","NED",1996
"Women","100 m Butterfly S8","Silver","VIVES Silvia","ESP",1996
"Women","100 m Butterfly S8","Bronze","COOPER Priya","AUS",1996
"Women","100 m Butterfly S9","Gold","LUNCHER Joyce","USA",1996
"Women","100 m Butterfly S9","Silver","CARLTON Melissa","AUS",1996
"Women","100 m Butterfly S9","Bronze","TOZZINI Marina","ITA",1996
"Women","100 m Butterfly S10","Gold","DASHWOOD Gemma","AUS",1996
"Women","100 m Butterfly S10","Silver","YOUNG Judith","AUS",1996
"Women","100 m Butterfly S10","Bronze","BERNARDO Ana","ESP",1996
"Women","100 m Butterfly B1","Gold","CROSS Tracey","AUS",1996
"Women","100 m Butterfly B1","Silver","FINGERROOS Eeva Riitta","FIN",1996
"Women","100 m Butterfly B1","Bronze","BURTON Janice","GBR",1996
"Women","100 m Butterfly B3","Gold","SCOTT Elizabeth","USA",1996
"Women","100 m Butterfly B3","Silver","HENKE Daniela","GER",1996
"Women","100 m Butterfly B3","Bronze","ROSS Marie Claire","CAN",1996
"Women","150 m Medley SM4","Gold","ESPENHAYN Kay","GER",1996
"Women","150 m Medley SM4","Silver","MCELENY Margaret","GBR",1996
"Women","150 m Medley SM4","Bronze","NARITA Mayumi","JPN",1996
"Women","200 m Medley SM5","Gold","HESS Beatrice","FRA",1996
"Women","200 m Medley SM5","Silver","NEWSTEAD Jennifer","NZL",1996
"Women","200 m Medley SM5","Bronze","ENGELHARDT Katalin","HUN",1996
"Women","200 m Medley SM6","Gold","NESHEIM Eva","NOR",1996
"Women","200 m Medley SM6","Silver","GOETZE Maria","GER",1996
"Women","200 m Medley SM6","Bronze","LOISEAU Ludivine","FRA",1996
"Women","200 m Medley SM7","Gold","HAKONARDOTTIR Kristin","ISL",1996
"Women","200 m Medley SM7","Silver","OKUPNIAK Malgorzata","POL",1996
"Women","200 m Medley SM7","Bronze","GUERCHOUCHE Hadda","FRA",1996
"Women","200 m Medley SM8","Gold","COOPER Priya","AUS",1996
"Women","200 m Medley SM8","Silver","VAN AMELSVOORT Syreeta","NED",1996
"Women","200 m Medley SM8","Bronze","VIVES Silvia","ESP",1996
"Women","200 m Medley SM9","Gold","JENNINGS Emily","GBR",1996
"Women","200 m Medley SM9","Silver","LUNCHER Joyce","USA",1996
"Women","200 m Medley SM9","Bronze","STENGER Ricka","DEN",1996
"Women","200 m Medley SM10","Gold","BAILEY Sarah","GBR",1996
"Women","200 m Medley SM10","Silver","DASHWOOD Gemma","AUS",1996
"Women","200 m Medley SM10","Bronze","HENGST Claudia","GER",1996
"Women","200 m Medley B1","Gold","CROSS Tracey","AUS",1996
"Women","200 m Medley B1","Silver","ROEHLE Daniela","GER",1996
"Women","200 m Medley B1","Bronze","FINGERROOS Eeva Riitta","FIN",1996
"Women","200 m Medley B2","Gold","ZORN Trischa","USA",1996
"Women","200 m Medley B2","Silver","FERNANDEZ Maria Angeles","ESP",1996
"Women","200 m Medley B2","Bronze","BEEKER Birgit","GER",1996
"Women","200 m Medley B3","Gold","ROSS Marie Claire","CAN",1996
"Women","200 m Medley B3","Silver","HOPF Yvonne","GER",1996
"Women","200 m Medley B3","Bronze","SCOTT Elizabeth","USA",1996
"Men","4x50 m Freestyle S1-6","Gold","THOMPSON James","USA",1996
"Men","4x50 m Freestyle S1-6","Gold","BUTLER Daniel","USA",1996
"Men","4x50 m Freestyle S1-6","Gold","BURNS Gregory","USA",1996
"Men","4x50 m Freestyle S1-6","Gold","PARKER Martin","USA",1996
"Men","4x50 m Freestyle S1-6","Gold","PAULSON Aaron","USA",1996
"Men","4x50 m Freestyle S1-6","Silver","ORIBE Richard","ESP",1996
"Men","4x50 m Freestyle S1-6","Silver","IGLESIAS Jesus","ESP",1996
"Men","4x50 m Freestyle S1-6","Silver","FUERTES Juan","ESP",1996
"Men","4x50 m Freestyle S1-6","Silver","TORRES Javier","ESP",1996
"Men","4x50 m Freestyle S1-6","Bronze","ZENG Huabin","CHN",1996
"Men","4x50 m Freestyle S1-6","Bronze","XIA Kai","CHN",1996
"Men","4x50 m Freestyle S1-6","Bronze","MAO Qiwen","CHN",1996
"Men","4x50 m Freestyle S1-6","Bronze","ZHU Weiming","CHN",1996
"Men","4x100 m Freestyle S7-10","Gold","KIMMIG Holger","GER",1996
"Men","4x100 m Freestyle S7-10","Gold","ANDERS Oliver","GER",1996
"Men","4x100 m Freestyle S7-10","Gold","SCHMIDT Detlef","GER",1996
"Men","4x100 m Freestyle S7-10","Gold","LOEFFLER Stefan","GER",1996
"Men","4x100 m Freestyle S7-10","Silver","GOCKEL Paul","AUS",1996
"Men","4x100 m Freestyle S7-10","Silver","BROCKENSHIRE Scott","AUS",1996
"Men","4x100 m Freestyle S7-10","Silver","BURKETT Brendan","AUS",1996
"Men","4x100 m Freestyle S7-10","Silver","COLLINS Dominic","AUS",1996
"Men","4x100 m Freestyle S7-10","Silver","DE BURGH Cameron","AUS",1996
"Men","4x100 m Freestyle S7-10","Bronze","MARTORELL Antonio","ESP",1996
"Men","4x100 m Freestyle S7-10","Bronze","TORNERO Enrique","ESP",1996
"Men","4x100 m Freestyle S7-10","Bronze","JIMENEZ Juan Francisco","ESP",1996
"Men","4x100 m Freestyle S7-10","Bronze","SAAVEDRA Pablo","ESP",1996
"Men","4x50 m Medley S1-6","Gold","BUTLER Daniel","USA",1996
"Men","4x50 m Medley S1-6","Gold","BURNS Gregory","USA",1996
"Men","4x50 m Medley S1-6","Gold","PARKER Martin","USA",1996
"Men","4x50 m Medley S1-6","Gold","PAULSON Aaron","USA",1996
"Men","4x50 m Medley S1-6","Silver","ZENG Huabin","CHN",1996
"Men","4x50 m Medley S1-6","Silver","XIA Kai","CHN",1996
"Men","4x50 m Medley S1-6","Silver","MAO Qiwen","CHN",1996
"Men","4x50 m Medley S1-6","Silver","ZHU Weiming","CHN",1996
"Men","4x50 m Medley S1-6","Bronze","TEN Ricardo","ESP",1996
"Men","4x50 m Medley S1-6","Bronze","IGLESIAS Jesus","ESP",1996
"Men","4x50 m Medley S1-6","Bronze","FUERTES Juan","ESP",1996
"Men","4x50 m Medley S1-6","Bronze","TORRES Javier","ESP",1996
"Men","4x100 m Medley S7-10","Gold","KIMMIG Holger","GER",1996
"Men","4x100 m Medley S7-10","Gold","ANDERS Oliver","GER",1996
"Men","4x100 m Medley S7-10","Gold","SCHMIDT Detlef","GER",1996
"Men","4x100 m Medley S7-10","Gold","LOEFFLER Stefan","GER",1996
"Men","4x100 m Medley S7-10","Silver","LONG Giles","GBR",1996
"Men","4x100 m Medley S7-10","Silver","UREN Shaun","GBR",1996
"Men","4x100 m Medley S7-10","Silver","NOBLE Paul","GBR",1996
"Men","4x100 m Medley S7-10","Silver","WOODS Marc","GBR",1996
"Men","4x100 m Medley S7-10","Silver","MATHEW Iain","GBR",1996
"Men","4x100 m Medley S7-10","Bronze","ENGEL Kasper","NED",1996
"Men","4x100 m Medley S7-10","Bronze","STURKENBOOM Rutger","NED",1996
"Men","4x100 m Medley S7-10","Bronze","DE GROOT Alwin","NED",1996
"Men","4x100 m Medley S7-10","Bronze","ENGELSMAN Jurjen","NED",1996
"Men","4x100 m Medley S7-10","Bronze","VAN GEEL Laurentius","NED",1996
"Women","4x50 m Freestyle S1-6","Gold","MCELENY Margaret","GBR",1996
"Women","4x50 m Freestyle S1-6","Gold","STIDEVER Jane","GBR",1996
"Women","4x50 m Freestyle S1-6","Gold","BOOTH Jennifer","GBR",1996
"Women","4x50 m Freestyle S1-6","Gold","ESLING Jeanette","GBR",1996
"Women","4x50 m Freestyle S1-6","Silver","D'URZO Corinne","FRA",1996
"Women","4x50 m Freestyle S1-6","Silver","HESS Beatrice","FRA",1996
"Women","4x50 m Freestyle S1-6","Silver","TRIPIER Virginie","FRA",1996
"Women","4x50 m Freestyle S1-6","Silver","LOISEAU Ludivine","FRA",1996
"Women","4x50 m Freestyle S1-6","Bronze","BRUDER Aimee","USA",1996
"Women","4x50 m Freestyle S1-6","Bronze","BROOKS Stephanie","USA",1996
"Women","4x50 m Freestyle S1-6","Bronze","WADDELL Camille","USA",1996
"Women","4x50 m Freestyle S1-6","Bronze","HANEBRINK Sandra","USA",1996
"Women","4x100 m Freestyle S7-10","Gold","COOPER Priya","AUS",1996
"Women","4x100 m Freestyle S7-10","Gold","FALZON Janelle","AUS",1996
"Women","4x100 m Freestyle S7-10","Gold","CARLTON Melissa","AUS",1996
"Women","4x100 m Freestyle S7-10","Gold","DASHWOOD Gemma","AUS",1996
"Women","4x100 m Freestyle S7-10","Silver","LEVY Brenda","USA",1996
"Women","4x100 m Freestyle S7-10","Silver","PITTMAN Allison","USA",1996
"Women","4x100 m Freestyle S7-10","Silver","LUNCHER Joyce","USA",1996
"Women","4x100 m Freestyle S7-10","Silver","NORRIS Karen","USA",1996
